ID,Nombre,Goles,Foto,DefaultFoto
2638,Julio César Rivadavia,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2638.jpg,False
2639,Pablo Aniceto Dorado Gallinares,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2639.jpg,False
2642,Joaquín Ferreira Padilla,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2642.jpg,False
2643,Óscar José Cruz González,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2643.jpg,False
2644,Gonzalo Elliot,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2644.jpg,False
2645,Picarelli,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2645.jpg,True
2646,San Román,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2646.jpg,True
2647,José Arrico,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2647.jpg,True
2648,Douglas Matías Arezo Martínez,28,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2648.jpg,False
2649,Alvim,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2649.jpg,False
2650,Osmair Göebel (a prueba),0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2650.jpg,True
2651,Jorge Miguel Buzeta,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2651.jpg,False
2652,Marc Hérdold Gracien,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2652.jpg,False
2653,Javier Quirino,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2653.jpg,False
2654,Ángelo Paleso,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2654.jpg,False
2655,Diego Cardozo Barboza,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2655.jpg,False
2656,Rodolfo Alejandro Azambuya Gularte,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2656.jpg,False
2657,Pablo Gastón Orsi,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2657.jpg,False
2658,Pablo Urtazú,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2658.jpg,True
2659,Lena,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2659.jpg,True
2660,Marotta,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2660.jpg,True
2661,Calzani,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2661.jpg,True
2662,Vanet,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2662.jpg,True
2663,Gil,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2663.jpg,True
2664,Rodríguez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2664.jpg,True
2665,Roselló,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2665.jpg,True
2666,Ricardo Vallarino,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2666.jpg,True
2667,Faresse,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2667.jpg,True
2668,Lombardi,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2668.jpg,True
2669,Pedalino,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2669.jpg,True
2670,A. David,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2670.jpg,True
2671,Rozas,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2671.jpg,True
2672,Castro,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2672.jpg,True
2673,Diego Alejandro Rolan Silva,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2673.jpg,False
2675,Vicente Módena,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2675.jpg,True
2676,Alfredo Viera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2676.jpg,True
2677,Arturo Souto,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2677.jpg,True
2678,Nerly Bueno,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2678.jpg,False
2679,Jorge Ramas,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2679.jpg,True
2680,Diego Nicolás Ciz Vaz Torres,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2680.jpg,False
2681,Alfredo Chaia,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2681.jpg,False
2682,Jorge Ignacio González,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2682.jpg,True
2683,Esteban Jara,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2683.jpg,False
2684,Michael Edward Leal,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2684.jpg,False
2685,Joel Andrada,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2685.jpg,True
2686,Torrens,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2686.jpg,True
2687,Manzzini,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2687.jpg,True
2688,Lois,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2688.jpg,True
2689,Bruno Campolo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2689.jpg,True
2692,Daniel Martínez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2692.jpg,False
2693,Juan Píriz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2693.jpg,False
2694,A. Berdias,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2694.jpg,True
2695,Fausto Broncini Su,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2695.jpg,True
2696,Sadi Couture,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2696.jpg,True
2697,Luis Morás,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2697.jpg,True
2698,S. Marco,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2698.jpg,True
2699,Pablo Caetano,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2699.jpg,True
2700,Juan Carlos Iraola Pereira,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2700.jpg,False
2701,Bruno Schieffer,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2701.jpg,True
2702,J. Parodi,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2702.jpg,True
2703,Andrés Madruga,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2703.jpg,False
2704,Nahuel Herrera,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2704.jpg,False
2705,Damián García,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2705.jpg,False
3703,Eliseo Cuadra,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3703.jpg,True
3705,Bruno Emanuel Betancor Baeza,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3705.jpg,False
3706,Thomas Bowen Davies,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3706.jpg,False
3707,Vito Fierro,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3707.jpg,False
3709,Braulio Guisolfo López,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3709.jpg,False
3710,Santiago Nicolás Díaz Prado,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3710.jpg,False
3711,Jorge Phoyú,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3711.jpg,False
3712,Guillermo Rafael de Amores,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3712.jpg,False
3713,Ignacio Sosa Ospital,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3713.jpg,False
3714,Ángel González,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3714.jpg,False
3715,José Pablo Neris Figueredo,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3715.jpg,False
3716,Faustino Fernández,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3716.jpg,False
3717,Mathías Agustín de Ritis,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3717.jpg,False
3718,Camilo Sebastián Mayada Mesa,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3718.jpg,False
3719,Hugo Bera,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3719.jpg,True
3720,Julio Acosta,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3720.jpg,True
3721,Julio Cassalino,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3721.jpg,True
3722,Jorge Redes,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3722.jpg,True
3723,Franco González Fernández,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3723.jpg,False
4718,J. Barreiro,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4718.jpg,True
4719,Ramón Cabrera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4719.jpg,True
4720,Nelson Romanelli,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4720.jpg,True
4721,Alberto Martínez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4721.jpg,True
4722,José Berta,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4722.jpg,True
4723,Marcelo Javier Cabrera Rivero,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4723.jpg,False
4724,Francisco Fedullo,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4724.jpg,False
4726,Diego Alejandro Sosa,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4726.jpg,False
4727,Washington Eduardo Darias,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4727.jpg,False
4728,Maximiliano Joaquín Silvera Cabo,31,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4728.jpg,False
4729,Byron David Castillo Segura,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4729.jpg,False
4731,Mesa,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4731.jpg,True
4732,Nahuel Acosta Da Silva,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4732.jpg,False
4733,Óscar Javier Méndez Albornoz,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4733.jpg,False
4734,Leonardo Cecilio Fernández López,33,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4734.jpg,False
4736,Edison Luciano González Ribeiro,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4736.jpg,False
4738,Guzmán Rodríguez Ferrari,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4738.jpg,False
4739,Santiago Miguel Benítez Hegui,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4739.jpg,False
5739,Leonardo Exequiel Sequeira,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5739.jpg,False
5741,Martín Germán Gianoli Abellán,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5741.jpg,False
5742,Juan Camilo Sánchez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5742.jpg,False
5744,Martín Federico Coirolo Otero,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5744.jpg,True
5745,Martín Soria,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5745.jpg,True
5746,Leonardo Cardozo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5746.jpg,False
5749,Matheus Barcelos da Silva,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5749.jpg,False
5750,Gerónimo Gómez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5750.jpg,False
5751,Leandro Umpiérrez,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5751.jpg,False
5752,Kevin Morgan,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5752.jpg,False
5753,Raúl Arias,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5753.jpg,True
5754,Julio García (a prueba),0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5754.jpg,True
5755,Percy Davidson Chater,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5755.jpg,False
5756,S. Galvente,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5756.jpg,True
5757,A. Vignart,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5757.jpg,True
5758,A. Tejeiro,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5758.jpg,True
5759,A. Román,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5759.jpg,True
5760,Edward Maitland Moor,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5760.jpg,True
5761,Robinson,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5761.jpg,True
5762,Tomás Olase Curuchét,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5762.jpg,False
5763,Germán Barbas Díaz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5763.jpg,False
5764,José M. Villarreal,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5764.jpg,True
5765,Facundo Agustín Batista Ochoa,10,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5765.jpg,False
6765,Bartolomé Bolívar,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6765.jpg,True
6766,Jaime Báez Stábile,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6766.jpg,False
6767,R. Nogués,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6767.jpg,True
6768,Édison Latallada,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6768.jpg,False
6769,Adrian Marcos Fernández,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6769.jpg,False
6770,Felipe Nicolás Avenatti Dovillabichus,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6770.jpg,False
6771,Damián Nicolás Suárez Suárez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6771.jpg,False
6772,Diego Martín Méndez Correa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6772.jpg,False
6773,Juan Alberto Miramontes,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6773.jpg,False
6775,Rodrigo Pérez Casada,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6775.jpg,False
6776,A. Hunt,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6776.jpg,True
6779,Richard Nugent,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6779.jpg,True
6780,Raúl Fiorelli,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6780.jpg,False
6781,Álan Damián Medina Silva,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6781.jpg,False
7780,Ulises Borges,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7780.jpg,True
7781,Juan José Peláez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7781.jpg,True
7782,Javier Ponce,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7782.jpg,False
7785,William Jones,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7785.jpg,True
7787,James Marchbanks,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7787.jpg,False
7788,Fitzhardinge Woodford Brooker,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7788.jpg,True
7789,Henry Frederick Bonner,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7789.jpg,True
7790,Ernest Decurnex,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7790.jpg,True
7791,J. Rouse,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7791.jpg,True
7792,Barker,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7792.jpg,True
7793,Thomas William Thomas,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7793.jpg,True
7794,J. Clark,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7794.jpg,True
7795,Andrews Clark,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7795.jpg,True
7796,Gillespie,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7796.jpg,True
7797,H. Gamon,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7797.jpg,True
7798,David Ramsay,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7798.jpg,True
7799,Warren,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7799.jpg,True
7800,Luckly,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7800.jpg,True
7801,G. Swiden,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7801.jpg,True
7802,Anderson,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7802.jpg,True
7803,Hooper,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7803.jpg,True
7804,Rubén Soria,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7804.jpg,False
8805,Diego Gonzalo García Cardozo,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8805.jpg,False
8807,Juan José Fernández,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8807.jpg,False
8808,Gastón Aléxis Silva Perdomo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8808.jpg,False
8809,Martín Nicolás Campaña Delgado,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8809.jpg,False
8810,Alexander Nicolás Machado Aycaguer,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8810.jpg,False
8811,Agustín Rodrigo Rodríguez Piendibene,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8811.jpg,False
8812,Dilan Flores,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8812.jpg,False
8813,Kevin Rodríguez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8813.jpg,False
8814,Lorenzo Couture Arraga,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8814.jpg,False
8815,Héctor Daniel Villalba,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8815.jpg,False
8816,Eric Daian Remedi,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8816.jpg,False
8817,Amaral Díaz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8817.jpg,False
8819,Vicente Darío Olivera da Rosa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8819.jpg,False
8820,Hugo Castro,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8820.jpg,False
8821,Walter Fernando Ibáñez Costa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8821.jpg,False
8822,Guzmán Verdias,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8822.jpg,False
8823,Ignacio Andrés Yepez Guzmán,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8823.jpg,False
8824,Mauricio Tort Garrido,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8824.jpg,False
8825,Freddy Gómez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8825.jpg,True
8826,José Borreani,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8826.jpg,True
8827,Heber Saravia,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8827.jpg,True
8828,Ernesto Calistro,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8828.jpg,True
8829,Juan Guardado,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8829.jpg,True
8830,Hugo Álvarez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8830.jpg,True
8831,Carlos Borges,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8831.jpg,True
8832,Facundo Álvez González,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8832.jpg,False
8833,Aclides Agustín González,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8833.jpg,False
8834,Mateo Ureta Ferreira,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8834.jpg,False
8835,Marco Andrés Oroná López,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8835.jpg,False
8836,Deivid Stiven Muhlethaler Méndez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8836.jpg,False
8837,Estevan Andrés Pereyra Parama,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8837.jpg,False
8838,Lucas Ibarra,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8838.jpg,False
8839,Brandon Emiliano Álvarez Da Luz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8839.jpg,False
8840,Facundo Tealde Sassano,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8840.jpg,False
8841,Pablo Nogués,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8841.jpg,True
8842,Jonathan Soria,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8842.jpg,False
8843,Stéfano José Perdomo Pereyra,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8843.jpg,False
8844,Libis Andrés Arenas Murillo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8844.jpg,False
8845,Fernando Leguizamón Barrera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8845.jpg,True
8846,Juan Martín Rodríguez Camejo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8846.jpg,False
8847,Pablo David Trecco (a prueba),0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8847.jpg,False
8848,Gonzalo Fernández,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8848.jpg,False
8849,Nicolás Pastorini,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8849.jpg,False
8850,José Luis Montañes,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8850.jpg,False
8851,Eduardo Segovia,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8851.jpg,False
8852,Gustavo Severo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8852.jpg,True
8853,Heber Machín,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8853.jpg,True
8854,Gerardo Salgueiro,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8854.jpg,True
8855,Olayinka Michael Kolawole,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8855.jpg,False
8856,Abdulrasheed Mohammed Aliyu,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8856.jpg,False
8858,Luis García,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8858.jpg,True
8859,Paddy,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8859.jpg,True
8860,M. Adam,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8860.jpg,True
8861,Ernest Osborne Crocker,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8861.jpg,True
8862,Carlos Sturzenegger,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8862.jpg,False
8863,Dembridge,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8863.jpg,True
8864,Costes,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8864.jpg,True
8865,Arturo Davie,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8865.jpg,True
8866,Angus Duncan Dunbar,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8866.jpg,True
8867,Beresford,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8867.jpg,True
8868,Harold Percy Wright,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8868.jpg,False
8869,Offley Scoones,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8869.jpg,True
8870,W. Mac Cubbin,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8870.jpg,True
8871,Juan Devohirst Hogge,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8871.jpg,True
8872,John Adam,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8872.jpg,True
8873,Adam Hogge,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8873.jpg,True
8874,Gooms,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8874.jpg,True
8875,M. González,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8875.jpg,True
8876,M. Ríos,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8876.jpg,True
8877,Luis Lamothe,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8877.jpg,True
8878,E. Robira,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8878.jpg,True
8879,Francisco Fones,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8879.jpg,True
8880,Barreta,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8880.jpg,True
8881,A. Silva,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8881.jpg,True
8882,Polvorini (a prueba),0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8882.jpg,True
8883,Ricchi,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8883.jpg,True
8884,A. Vergara,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8884.jpg,True
8885,Etcheverry,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8885.jpg,True
8886,Other,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8886.jpg,True
8887,Contreras,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8887.jpg,True
8888,Icasuriaga,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8888.jpg,True
8889,A. Levratto,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8889.jpg,True
8890,Enrique Chiessa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8890.jpg,True
8891,Ernesto Arioni,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8891.jpg,True
8892,Arago,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8892.jpg,True
8893,Somma,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8893.jpg,True
8894,Carreras,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8894.jpg,True
8895,Anzuberro,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8895.jpg,True
8896,Tottersan,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8896.jpg,True
8897,Saavedra,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8897.jpg,True
8898,José Luna,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8898.jpg,True
8899,Viera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8899.jpg,True
8900,Guellini,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8900.jpg,True
8901,Carazzans,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8901.jpg,True
