ID,Nombre,Goles,Foto
276,João Bautista Sequeira Lima,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\276.jpg
277,Manuel Ortiz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\277.jpg
278,Juan Pablo Pérez,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\278.jpg
279,Luis Prais,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\279.jpg
280,Adhemar Romero,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\280.jpg
281,Juan Carlos González,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\281.jpg
282,Heriberto Olivares,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\282.jpg
283,Manuel Sanguinetti,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\283.jpg
284,Julio César Britos Vázquez,41,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\284.jpg
285,Carlos Gutiérrez,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\285.jpg
286,Gerardo Spósito,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\286.jpg
287,Hugo Villamide,24,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\287.jpg
288,Esteban Da Silva,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\288.jpg
289,Nicolás Falero,43,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\289.jpg
290,Manuel Vidal,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\290.jpg
291,Darwin Casco,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\291.jpg
292,Noé Del Horno,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\292.jpg
293,José Etchegoyen,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\293.jpg
294,Enrique Hugo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\294.jpg
295,Washington Ortuño,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\295.jpg
296,Juan Pedro Riephoff,14,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\296.jpg
297,Isabelino Ismael Rodríguez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\297.jpg
298,Yeso Amalfi,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\298.jpg
300,César Manuel Rodríguez,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\300.jpg
301,Mirto Lenin Davoine,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\301.jpg
302,Carlos Luis Borges,82,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\302.jpg
303,Ismael Cabrera,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\303.jpg
304,Dante De Simone,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\304.jpg
305,Américo Natalio Galván,50,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\305.jpg
306,Omar Medina,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\306.jpg
307,Luis Alberto Miramontes,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\307.jpg
308,Gumersindo Morales,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\308.jpg
309,Marcelo Pereyra,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\309.jpg
310,Manuel Verdes,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\310.jpg
311,Casimiro Yankowiecz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\311.jpg
313,Joel Alberto Romero,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\313.jpg
314,Héctor Mario Uzal,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\314.jpg
315,Bernabé Fausto,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\315.jpg
316,Juan Manuel Romay,70,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\316.jpg
317,Luis Bayón,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\317.jpg
318,Felipe Carrizo,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\318.jpg
319,Antonio Dimitrio,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\319.jpg
320,Roberto Guelmo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\320.jpg
321,Ernesto Sebastián Ledesma,16,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\321.jpg
322,Teófilo Martínez,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\322.jpg
323,Pedro Nardelli,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\323.jpg
324,Fabiano Pereyra,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\324.jpg
325,Fermín Sosa,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\325.jpg
326,Osvaldo César Balseiro Bessonart,18,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\326.jpg
327,Horacio Eirín,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\327.jpg
328,Carlos Esteban González,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\328.jpg
329,Ángel Omar Miranda,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\329.jpg
330,Donald Peláez,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\330.jpg
331,Rodolfo Pippo,30,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\331.jpg
332,Roberto Francisco Vanoli,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\332.jpg
333,Roberto Francisco Gonzalvo,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\333.jpg
334,Teodoro Antonio Cherro,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\334.jpg
335,Roque Fernández,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\335.jpg
336,Juan Carlos González Plada,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\336.jpg
337,José María Milán,17,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\337.jpg
338,Carlos Rosas Riolfo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\338.jpg
339,Jorge José Arteaga,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\339.jpg
341,Juan Carlos García,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\341.jpg
342,Juan José García,11,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\342.jpg
343,Luis Conrado Borghini,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\343.jpg
344,Roberto José Saba,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\344.jpg
345,Mauricio Aguirre,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\345.jpg
346,Milton Alves Da Silva,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\346.jpg
347,Juan Burgueño Pereira,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\347.jpg
348,Ubaldo Faina,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\348.jpg
349,Luis María Maidana,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\349.jpg
350,William Rúben Martínez,12,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\350.jpg
351,Elio Rubén Montaño,68,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\351.jpg
352,Samuel Orellano,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\352.jpg
353,Julio César Toja,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\353.jpg
354,Darwin Varela,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\354.jpg
355,Elías Barrios,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\355.jpg
356,Óscar Leicht,20,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\356.jpg
357,Fernando Varela,16,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\357.jpg
358,Nicola Adamo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\358.jpg
359,Julio César Araújo,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\359.jpg
360,Carmelo Charletto,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\360.jpg
361,Walter Davoine,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\361.jpg
362,Eladio De Souza,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\362.jpg
363,Néstor Gonçálves,12,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\363.jpg
364,Carlos Meyer,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\364.jpg
365,Nelson Alfredo Monzón Sisurqui,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\365.jpg
366,Ramón Peña,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\366.jpg
367,Nery Quinteros,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\367.jpg
368,Walter Hugo Aguerre Eboli,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\368.jpg
369,Rodger Milton Bernardico,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\369.jpg
370,Nelson Omar Cancela,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\370.jpg
371,Rúben Mario Cocchinello,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\371.jpg
372,Luis Alberto Cubilla Almeida,48,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\372.jpg
373,Alberto Nicolás Evaristo,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\373.jpg
374,José Roberto García,19,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\374.jpg
375,Alberto Nery Hein,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\375.jpg
376,Francisco Majewski,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\376.jpg
377,Estanislao Malinowsky,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\377.jpg
378,Ángel Omarini,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\378.jpg
379,Walter Pérez,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\379.jpg
380,Santiago Rúben Pino,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\380.jpg
381,Roberto Roche,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\381.jpg
382,Braulio María Roldán,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\382.jpg
383,Carlos Suárez Lisboa,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\383.jpg
384,Júpiter Crescio,27,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\384.jpg
385,José María Griecco,14,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\385.jpg
386,Carlos Abel Linazza,16,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\386.jpg
387,Rúben Agustín Martínez Toledo,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\387.jpg
388,Alfredo Moscarelli,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\388.jpg
389,Víctor Pereyra,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\389.jpg
390,Alberto Pedro Spencer,326,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\390.jpg
391,Roberto Matosas Postiglione,22,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\391.jpg
392,Guillermo Pedra,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\392.jpg
393,Ángel Ruben Cabrera Santana,88,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\393.jpg
394,Núber Dante Cano,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\394.jpg
395,Pedro Ramón Cubilla,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\395.jpg
396,José María Iriarte,17,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\396.jpg
397,Pedro Virgilio Rocha,214,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\397.jpg
398,Edgardo Nilson González,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\398.jpg
399,Juan Víctor Joya Cordero,112,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\399.jpg
400,José Francisco Sasía,75,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\400.jpg
401,Matias Zelmar Aguirregary Guruceaga,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\401.jpg
402,Maximo David Alonso Fontes,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\402.jpg
403,Agustín Álvarez Martínez,34,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\403.jpg
404,Agustín Álvarez Wallace,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\404.jpg
405,Ramón Ginés Arias Quintero,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\405.jpg
406,Pablo Daniel Ceppelini Gatto,18,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\406.jpg
407,Alejo Cruz Techera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\407.jpg
408,Kevin Emiliano Dawson,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\408.jpg
409,Edgar Joel Elizalde,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\409.jpg
410,Walter Alejandro Gargano,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\410.jpg
411,Ignacio Jesús Laquintana,10,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\411.jpg
412,Bryan Olivera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\412.jpg
413,Cristian Gonzalo Olivera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\413.jpg
414,Juan Manuel Ramos,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\414.jpg
415,Rodrigo Agustín Saravia,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\415.jpg
416,Rodrigo Abascal Barros,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\416.jpg
417,Rúben Daniel Bentancourt Morales,14,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\417.jpg
418,Ezequiel Busquets Sanguinetti,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\418.jpg
419,Agustín Canobbio Graviz,14,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\419.jpg
420,Agustín Da Silveira,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\420.jpg
421,Fabricio Orosmán Formiliano,18,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\421.jpg
422,Gonzalo Freitas,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\422.jpg
423,Nicolás Walter Gaitán,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\423.jpg
424,Nicolás García,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\424.jpg
425,Giovanni Alessandro González,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\425.jpg
426,Gary Christofer Kagelmacher,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\426.jpg
427,Franco Nicolás Martínez,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\427.jpg
428,Damián Marcelo Musto,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\428.jpg
429,Ariel Gerardo Nahuelpán,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\429.jpg
430,Victorio Maximiliano Pereira,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\430.jpg
431,Joaquin Piquerez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\431.jpg
432,Carlos Emilio Rodríguez,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\432.jpg
433,Diego Valentín Rodríguez,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\433.jpg
434,Nicolás Rossi,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\434.jpg
435,Nicolás Schiappacasse,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\435.jpg
436,Miguel David Terans,25,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\436.jpg
437,Facundo Daniel Torres,19,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\437.jpg
438,Jesús Emiliano Trindade,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\438.jpg
439,Alvino Volpi Neto,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\439.jpg
440,Darío Cottiga,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\440.jpg
441,Luis Gutiérrez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\441.jpg
442,Juan Vicente Lezcano,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\442.jpg
443,José Rótulo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\443.jpg
444,Guillermo Varela,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\444.jpg
445,Lucas Camilo Hernández,14,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\445.jpg
446,Fabián Larry Estoyanoff Poggio,67,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\446.jpg
447,Cristian Rodríguez,54,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\447.jpg
448,Cristian Brandon Martín Palacios,40,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\448.jpg
449,Fidel Francisco Martínez,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\449.jpg
450,Maximiliano Rubén Rodríguez,16,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\450.jpg
451,Ricardo Guzmán Pereira,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\451.jpg
452,Gabriel Matías Fernández,21,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\452.jpg
453,Mathías Corujo Díaz,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\453.jpg
454,Rodrigo Rojo,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\454.jpg
455,Rodrigo Andrés Piñeiro,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\455.jpg
456,Brian Rodríguez,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\456.jpg
457,Luis Eduardo Maldonado,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\457.jpg
458,Enzo Gabriel Martínez,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\458.jpg
459,Marcel Novick,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\459.jpg
460,Thiago Gastón Cardozo Brugman,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\460.jpg
461,Kevin Lewis,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\461.jpg
462,Marcos Matías De los Santos,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\462.jpg
463,Darwin Gabriel Núñez,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\463.jpg
464,Carlos Matheu,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\464.jpg
465,Lucas Ezequiel Viatri,21,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\465.jpg
466,Ignacio Lores Varela,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\466.jpg
467,Pedro Antonio Cabral Filartiga,12,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\467.jpg
468,Omar Caetano Otero,16,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\468.jpg
469,Carlos Walter Fernández Carranza,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\469.jpg
470,Ricardo Morán,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\470.jpg
471,Moacyr Claudinho Pinto,21,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\471.jpg
472,Alberto Urbano,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\472.jpg
473,Obdulio Aguirre,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\473.jpg
474,Oscar Milber Barreto Bermúdez,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\474.jpg
475,Carlos César Bogni,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\475.jpg
476,Nil Roque Chagas,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\476.jpg
477,Sergio Delfino,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\477.jpg
478,Luis Alberto Fontora,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\478.jpg
479,Héctor César Martínez Toledo,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\479.jpg
481,Héctor Jesús Silva,81,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\481.jpg
482,Beltrán Sosa,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\482.jpg
483,Walter Sosa,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\483.jpg
484,Luis Alberto Varela,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\484.jpg
485,Jesús Villalba,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\485.jpg
486,Yeferson Agustín Quintana,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\486.jpg
487,Fabián Píriz,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\487.jpg
488,Diego Martín Rossi,13,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\488.jpg
489,Rodrigo Hernán Petryk,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\489.jpg
490,Gastón Rodríguez,22,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\490.jpg
491,Alex Silva,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\491.jpg
492,Gastón Guruceaga,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\492.jpg
493,Nicolás Dibble,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\493.jpg
495,Nahitan Michel Nández,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\495.jpg
496,Ángel Leonardo Rodríguez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\496.jpg
497,Junior Gabriel Arias Cáceres,13,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\497.jpg
498,Mauricio Affonso Prieto,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\498.jpg
499,Luis Urruti,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\499.jpg
500,Lucas Daniel Cavallini,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\500.jpg
501,Maximiliano Perg,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\501.jpg
502,Freddy Matías Mier,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\502.jpg
503,Juan Martín Boselli Duque,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\503.jpg
504,Ronaldo Conceição Silveira,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\504.jpg
505,José Luis Ayala,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\505.jpg
506,Mario Sergio Catalá Chelle,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\506.jpg
507,Eduardo García,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\507.jpg
508,Néstor Labastié,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\508.jpg
509,Héctor Casildo Maciel,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\509.jpg
510,Juan Carlos Masnik,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\510.jpg
511,Mario Minetti,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\511.jpg
512,Miguel Ángel Reznik,29,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\512.jpg
513,Walter Simoncelli,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\513.jpg
514,Enrique Nelson Alfano,18,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\514.jpg
515,Rúben Dávila,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\515.jpg
516,Milton Días,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\516.jpg
517,Nelson Díaz,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\517.jpg
518,Pablo Justo Forlán,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\518.jpg
519,Ladislao Mazurkiewicz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\519.jpg
520,Carlos Adrián Valdéz,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\520.jpg
521,Rodrigo Viega,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\521.jpg
522,Gonzalo Viera,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\522.jpg
523,Diogo Silvestre Bittencourt,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\523.jpg
